"2260047200",127.03812849897497,37.39838328875383,성남시분당구-의왕시
"2060027800",127.11224569850161,37.375455307934836,정자사거리
"2060029100",127.1103185119525,37.37720793275494,백현교사거리
"2060109701",127.1113180087608,37.37632853238034,오늘의필라테스
"2060001300",127.14237076245102,37.37452377715359,장안삼거리
"2060001400",127.13957010554464,37.37627296375198,서당삼거리
"2060001701",127.10178166770135,37.37168077622409,궁백교회
"2060002001",127.13080488095426,37.38410522918673,서현동289-5
"2060002100",127.12678554308039,37.38623208900617,이매사거리
"2060002500",127.12377185494307,37.38896487055478,금강어린이집
"2060002600",127.0939049866382,37.3887365173571,예봄교회
"2060002700",127.1224593869769,37.39008771350155,양현사거리
"2060002701",127.122105699292,37.39031821386647,양현교
"2060003100",127.12022095019695,37.391431683018816,매송사거리
"2060003400",127.06797660338636,37.39142662837881,운중로사거리
"2060004100",127.10139064653444,37.39340396097397,판교IC
"2060023400",127.09280551158969,37.370817057679524,신지원국어학원
"2060023500",127.1146884806644,37.370831369991556,라이브맥
"2060023700",127.10593435598378,37.370955902126525,EMCY
"2060024000",127.11365157382254,37.37129233894951,엘림교회
"2060024100",127.1139273871911,37.37149340139242,엘림교회
"2060024500",127.10980451200841,37.3717698700464,분당성마태오성당
"2060024600",127.1256047305913,37.371958151492386,샛별사거리
"2060024700",127.14072613637285,37.372142589039484,성남서현2동우체국
"2060024800",127.13392054380942,37.37219721343459,장안사거리
"2060024900",127.1126045434583,37.372218713186335,예뜰어린이집
"2060025100",127.10808010599483,37.37239068259428,백궁삼거리
"2060025200",127.10592585512184,37.3724093392762,늘푸른고등학교교차로
"2060025400",127.11541963696361,37.37258118230649,원불교분당교당
"2060025500",127.11318494890641,37.372620464204715,커피드림
"2060025900",127.11442691862412,37.3734801508228,분당성산교회
"2060026000",127.11920535505831,37.3735071517918,KEB하나은행분당중앙지점
"2060026100",127.10980432473909,37.37367924520005,백궁사거리
"2060026300",127.13637457437632,37.37397337020962,에벤에셀교회
"2060026700",127.11343957382678,37.3743742456044,창은유치원
"2060026800",127.13712041831359,37.37453352634924,사랑과은혜교회
"2060027400",127.1425669488608,37.37500918313405,효자촌먹자골목
"2060027500",127.12176782395258,37.3752857456936,초림삼거리
"2060027700",127.13478129366108,37.37537983904491,당우교
"2060028100",127.14101479313703,37.37576533928552,세븐일레븐분당서현타운점
"2060028500",127.14004182520526,37.37661655776566,분당중앙교회
"2060028800",127.13932004302157,37.37705587024581,분당중앙교회
"2060028900",127.1328229184403,37.37710852637492,돌마지하차도
"2060029000",127.11159916816996,37.37711899489047,KEB하나은행수내역지점
"2060029200",127.11355294898983,37.377293026821086,수내역2번출구
"2060029300",127.13966004329089,37.377294088371706,분당중앙교회
"2060029400",127.11623951165105,37.37733633845604,궁전프라자
"2060029500",127.14103182436507,37.377337275646084,요한성당앞
"2060029800",127.13358329335024,37.37766093308423,돌마지하차도
"2060030000",127.13827432452825,37.37798399543747,클래식1962
"2060030200",127.07920301254997,37.37801286985399,삼성남서울파크힐
"2060030500",127.13296266880467,37.37826565109863,돌마지하차도
"2060030600",127.10894107473788,37.378373151064,백현사거리
"2060030700",127.12595029292878,37.37840062003572,서현삼거리
"2060030800",127.12871013735929,37.37851043257291,현대유치원
"2060030900",127.11213941826945,37.37852915100088,커피빈분당수내점
"2060031000",127.11582329257264,37.37889949590063,수내역1번출구
"2060031200",127.1275221682038,37.37947718294277,나라어린이집
"2060031500",127.13638201229037,37.37964524456225,서당사거리
"2060031600",127.1185947617036,37.379964683438494,분당사거리
